,observation_date,PCEPILFE_20000801,PCEPILFE_20000828,PCEPILFE_20000929,PCEPILFE_20001030,PCEPILFE_20001130,PCEPILFE_20001222,PCEPILFE_20010201,PCEPILFE_20010301,PCEPILFE_20010330,PCEPILFE_20010430,PCEPILFE_20010529,PCEPILFE_20010702,PCEPILFE_20010731,PCEPILFE_20010830,PCEPILFE_20011001,PCEPILFE_20011101,PCEPILFE_20011203,PCEPILFE_20011221,PCEPILFE_20020131,PCEPILFE_20020301,PCEPILFE_20020329,PCEPILFE_20020429,PCEPILFE_20020528,PCEPILFE_20020628,PCEPILFE_20020802,PCEPILFE_20020830,PCEPILFE_20020930,PCEPILFE_20021101,PCEPILFE_20021127,PCEPILFE_20021223,PCEPILFE_20030131,PCEPILFE_20030303,PCEPILFE_20030328,PCEPILFE_20030428,PCEPILFE_20030530,PCEPILFE_20030627,PCEPILFE_20030801,PCEPILFE_20030829,PCEPILFE_20030929,PCEPILFE_20031031,PCEPILFE_20031126,PCEPILFE_20031223,PCEPILFE_20040105,PCEPILFE_20040202,PCEPILFE_20040301,PCEPILFE_20040326,PCEPILFE_20040430,PCEPILFE_20040528,PCEPILFE_20040628,PCEPILFE_20040803,PCEPILFE_20040830,PCEPILFE_20040930,PCEPILFE_20041101,PCEPILFE_20041201,PCEPILFE_20041223,PCEPILFE_20050131,PCEPILFE_20050228,PCEPILFE_20050331,PCEPILFE_20050429,PCEPILFE_20050527,PCEPILFE_20050630,PCEPILFE_20050802,PCEPILFE_20050901,PCEPILFE_20050930,PCEPILFE_20051031,PCEPILFE_20051201,PCEPILFE_20051222,PCEPILFE_20060130,PCEPILFE_20060301,PCEPILFE_20060331,PCEPILFE_20060501,PCEPILFE_20060526,PCEPILFE_20060630,PCEPILFE_20060801,PCEPILFE_20060831,PCEPILFE_20060929,PCEPILFE_20061030,PCEPILFE_20061130,PCEPILFE_20061222,PCEPILFE_20070201,PCEPILFE_20070301,PCEPILFE_20070330,PCEPILFE_20070430,PCEPILFE_20070601,PCEPILFE_20070629,PCEPILFE_20070731,PCEPILFE_20070831,PCEPILFE_20070928,PCEPILFE_20071101,PCEPILFE_20071130,PCEPILFE_20071221,PCEPILFE_20080131,PCEPILFE_20080229,PCEPILFE_20080328,PCEPILFE_20080501,PCEPILFE_20080530,PCEPILFE_20080627,PCEPILFE_20080804,PCEPILFE_20080829,PCEPILFE_20080929,PCEPILFE_20081031,PCEPILFE_20081126,PCEPILFE_20081224,PCEPILFE_20090202,PCEPILFE_20090302,PCEPILFE_20090327,PCEPILFE_20090430,PCEPILFE_20090601,PCEPILFE_20090626,PCEPILFE_20090804,PCEPILFE_20090805,PCEPILFE_20090828,PCEPILFE_20091001,PCEPILFE_20091030,PCEPILFE_20091125,PCEPILFE_20091223,PCEPILFE_20100201,PCEPILFE_20100301,PCEPILFE_20100329,PCEPILFE_20100503,PCEPILFE_20100528,PCEPILFE_20100628,PCEPILFE_20100803,PCEPILFE_20100830,PCEPILFE_20101001,PCEPILFE_20101101,PCEPILFE_20101124,PCEPILFE_20101223,PCEPILFE_20110131,PCEPILFE_20110228,PCEPILFE_20110328,PCEPILFE_20110429,PCEPILFE_20110527,PCEPILFE_20110627,PCEPILFE_20110802,PCEPILFE_20110829,PCEPILFE_20110930,PCEPILFE_20111028,PCEPILFE_20111123,PCEPILFE_20111223,PCEPILFE_20120130,PCEPILFE_20120301,PCEPILFE_20120330,PCEPILFE_20120430,PCEPILFE_20120601,PCEPILFE_20120629,PCEPILFE_20120731,PCEPILFE_20120830,PCEPILFE_20120928,PCEPILFE_20121029,PCEPILFE_20121130,PCEPILFE_20121221,PCEPILFE_20130131,PCEPILFE_20130301,PCEPILFE_20130329,PCEPILFE_20130429,PCEPILFE_20130531,PCEPILFE_20130627,PCEPILFE_20130802,PCEPILFE_20130830,PCEPILFE_20130927,PCEPILFE_20131108,PCEPILFE_20131206,PCEPILFE_20131223,PCEPILFE_20140131,PCEPILFE_20140303,PCEPILFE_20140328,PCEPILFE_20140501,PCEPILFE_20140530,PCEPILFE_20140626,PCEPILFE_20140801,PCEPILFE_20140829,PCEPILFE_20140929,PCEPILFE_20141031,PCEPILFE_20141126,PCEPILFE_20141223,PCEPILFE_20150202,PCEPILFE_20150302,PCEPILFE_20150330,PCEPILFE_20150430,PCEPILFE_20150601,PCEPILFE_20150625,PCEPILFE_20150803,PCEPILFE_20150828,PCEPILFE_20150928,PCEPILFE_20151030,PCEPILFE_20151125,PCEPILFE_20151223,PCEPILFE_20160201,PCEPILFE_20160226,PCEPILFE_20160328,PCEPILFE_20160429,PCEPILFE_20160531,PCEPILFE_20160629,PCEPILFE_20160802,PCEPILFE_20160829,PCEPILFE_20160930,PCEPILFE_20161031,PCEPILFE_20161130,PCEPILFE_20161222,PCEPILFE_20170130,PCEPILFE_20170301,PCEPILFE_20170331,PCEPILFE_20170501,PCEPILFE_20170530,PCEPILFE_20170630,PCEPILFE_20170801,PCEPILFE_20170831,PCEPILFE_20170929,PCEPILFE_20171030,PCEPILFE_20171130,PCEPILFE_20171222,PCEPILFE_20180129,PCEPILFE_20180301,PCEPILFE_20180329,PCEPILFE_20180430,PCEPILFE_20180531,PCEPILFE_20180629,PCEPILFE_20180731,PCEPILFE_20180830,PCEPILFE_20180928,PCEPILFE_20181029,PCEPILFE_20181129,PCEPILFE_20181221,PCEPILFE_20190301,PCEPILFE_20190329,PCEPILFE_20190429,PCEPILFE_20190531,PCEPILFE_20190628,PCEPILFE_20190730,PCEPILFE_20190830,PCEPILFE_20190927,PCEPILFE_20191031,PCEPILFE_20191127,PCEPILFE_20191220,PCEPILFE_20200131,PCEPILFE_20200228,PCEPILFE_20200327,PCEPILFE_20200430,PCEPILFE_20200529,PCEPILFE_20200626,PCEPILFE_20200731,PCEPILFE_20200828,PCEPILFE_20201001,PCEPILFE_20201030,PCEPILFE_20201125,PCEPILFE_20201223
67,1964-08-01,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,,22.54,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,22.535,,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,19.119,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177,18.177
68,1964-09-01,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,,22.55,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,22.549,,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.128,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,20.138,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,19.128,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185,18.185
69,1964-10-01,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,,22.56,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555,,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.136,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,20.146,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,19.136,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192,18.192
70,1964-11-01,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,23.71,,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59,,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.166,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,20.175,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,19.164,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218,18.218
71,1964-12-01,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,23.74,,22.62,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,22.624,,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.194,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,20.204,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,19.191,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244,18.244
72,1965-01-01,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,,22.65,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652,,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.221,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,19.216,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268,18.268
73,1965-02-01,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,,22.68,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,22.679,,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.245,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,20.254,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291,18.291
74,1965-03-01,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82,,22.69,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691,,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,20.266,19.249,19.249,19.249,19.249,19.249,19.249,19.249,19.249,19.249,19.249,19.249,19.249,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301,18.301
75,1965-04-01,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,23.84,,22.71,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,22.712,,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,19.272,19.272,19.272,19.272,19.272,19.272,19.272,19.272,19.272,19.272,19.272,19.272,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,19.273,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323,18.323
76,1965-05-01,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,,22.76,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,22.761,,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.317,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,20.327,19.307,19.307,19.307,19.307,19.307,19.307,19.307,19.307,19.307,19.307,19.307,19.307,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,19.308,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357,18.357
77,1965-06-01,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89,,22.75,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,22.752,,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.311,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,20.321,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,19.302,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352,18.352
