observation_date,JCXFE_19990729,JCXFE_19990826,JCXFE_19990930,JCXFE_19991030,JCXFE_19991124,JCXFE_19991222,JCXFE_20000128,JCXFE_20000225,JCXFE_20000330,JCXFE_20000403,JCXFE_20000427,JCXFE_20000525,JCXFE_20000629,JCXFE_20000728,JCXFE_20000825,JCXFE_20000928,JCXFE_20001027,JCXFE_20001129,JCXFE_20001221,JCXFE_20010131,JCXFE_20010228,JCXFE_20010427,JCXFE_20010525,JCXFE_20010727,JCXFE_20010829,JCXFE_20010928,JCXFE_20011031,JCXFE_20011130,JCXFE_20011221,JCXFE_20020130,JCXFE_20020228,JCXFE_20020328,JCXFE_20020426,JCXFE_20020524,JCXFE_20020627,JCXFE_20020731,JCXFE_20020829,JCXFE_20020927,JCXFE_20021031,JCXFE_20021126,JCXFE_20021220,JCXFE_20030130,JCXFE_20030228,JCXFE_20030327,JCXFE_20030425,JCXFE_20030529,JCXFE_20030731,JCXFE_20030828,JCXFE_20030926,JCXFE_20031030,JCXFE_20031125,JCXFE_20031211,JCXFE_20031223,JCXFE_20040130,JCXFE_20040227,JCXFE_20040325,JCXFE_20040429,JCXFE_20040527,JCXFE_20040625,JCXFE_20040730,JCXFE_20040827,JCXFE_20040929,JCXFE_20041029,JCXFE_20041130,JCXFE_20041222,JCXFE_20050128,JCXFE_20050225,JCXFE_20050330,JCXFE_20050428,JCXFE_20050526,JCXFE_20050629,JCXFE_20050729,JCXFE_20050831,JCXFE_20050929,JCXFE_20051028,JCXFE_20051130,JCXFE_20051221,JCXFE_20060127,JCXFE_20060228,JCXFE_20060330,JCXFE_20060428,JCXFE_20060525,JCXFE_20060629,JCXFE_20060728,JCXFE_20060830,JCXFE_20060928,JCXFE_20061027,JCXFE_20061129,JCXFE_20061221,JCXFE_20070131,JCXFE_20070228,JCXFE_20070329,JCXFE_20070427,JCXFE_20070531,JCXFE_20070628,JCXFE_20070727,JCXFE_20070830,JCXFE_20070927,JCXFE_20071031,JCXFE_20071129,JCXFE_20071220,JCXFE_20080130,JCXFE_20080228,JCXFE_20080327,JCXFE_20080430,JCXFE_20080529,JCXFE_20080626,JCXFE_20080731,JCXFE_20080926,JCXFE_20081030,JCXFE_20081125,JCXFE_20081223,JCXFE_20090130,JCXFE_20090227,JCXFE_20090326,JCXFE_20090429,JCXFE_20090529,JCXFE_20090625,JCXFE_20090731,JCXFE_20090805,JCXFE_20090827,JCXFE_20090930,JCXFE_20091029,JCXFE_20091124,JCXFE_20091222,JCXFE_20100129,JCXFE_20100226,JCXFE_20100326,JCXFE_20100430,JCXFE_20100527,JCXFE_20100625,JCXFE_20100730,JCXFE_20100827,JCXFE_20100930,JCXFE_20101029,JCXFE_20101123,JCXFE_20101222,JCXFE_20110128,JCXFE_20110225,JCXFE_20110325,JCXFE_20110428,JCXFE_20110526,JCXFE_20110624,JCXFE_20110729,JCXFE_20110826,JCXFE_20110929,JCXFE_20111027,JCXFE_20111122,JCXFE_20111222,JCXFE_20120127,JCXFE_20120229,JCXFE_20120329,JCXFE_20120427,JCXFE_20120531,JCXFE_20120628,JCXFE_20120727,JCXFE_20120829,JCXFE_20120927,JCXFE_20121026,JCXFE_20121129,JCXFE_20121220,JCXFE_20130130,JCXFE_20130228,JCXFE_20130328,JCXFE_20130426,JCXFE_20130530,JCXFE_20130626,JCXFE_20130731,JCXFE_20130829,JCXFE_20130926,JCXFE_20131107,JCXFE_20131205,JCXFE_20131220,JCXFE_20140130,JCXFE_20140228,JCXFE_20140327,JCXFE_20140430,JCXFE_20140529,JCXFE_20140625,JCXFE_20140730,JCXFE_20140926,JCXFE_20141030,JCXFE_20141125,JCXFE_20141223,JCXFE_20150130,JCXFE_20150227,JCXFE_20150327,JCXFE_20150429,JCXFE_20150529,JCXFE_20150624,JCXFE_20150730,JCXFE_20150827,JCXFE_20150925,JCXFE_20151029,JCXFE_20151124,JCXFE_20151222,JCXFE_20160129,JCXFE_20160226,JCXFE_20160325,JCXFE_20160428,JCXFE_20160527,JCXFE_20160628,JCXFE_20160729,JCXFE_20160826,JCXFE_20160929,JCXFE_20161028,JCXFE_20161129,JCXFE_20161222,JCXFE_20170127,JCXFE_20170228,JCXFE_20170330,JCXFE_20170428,JCXFE_20170526,JCXFE_20170629,JCXFE_20170728,JCXFE_20170830,JCXFE_20170928,JCXFE_20171027,JCXFE_20171129,JCXFE_20171221,JCXFE_20180126,JCXFE_20180228,JCXFE_20180427,JCXFE_20180530,JCXFE_20180628,JCXFE_20180727,JCXFE_20180829,JCXFE_20180927,JCXFE_20181026,JCXFE_20181128,JCXFE_20181221,JCXFE_20190228,JCXFE_20190328,JCXFE_20190426,JCXFE_20190530,JCXFE_20190627,JCXFE_20190726,JCXFE_20190829,JCXFE_20190926,JCXFE_20191030,JCXFE_20191127,JCXFE_20191220,JCXFE_20200130,JCXFE_20200227,JCXFE_20200326,JCXFE_20200429,JCXFE_20200528,JCXFE_20200625,JCXFE_20200730,JCXFE_20200827,JCXFE_20200930,JCXFE_20201029,JCXFE_20201125,JCXFE_20201222,JCXFE_20210128
1974-04-01,35.812,35.812,35.812,34.52,34.52,34.52,34.52,34.52,34.52,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,33.96,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,32.362,,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.248,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,29.262,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,27.792,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405,26.405
1974-07-01,36.76,36.76,36.76,35.43,35.43,35.43,35.43,35.43,35.43,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,33.267,,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.085,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,30.099,28.587,28.587,28.587,28.587,28.587,28.587,28.587,28.587,28.587,28.587,28.587,28.587,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,28.588,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16,27.16
1974-10-01,37.635,37.635,37.635,36.24,36.24,36.24,36.24,36.24,36.24,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,35.71,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,34.065,,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,30.836,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,29.287,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823,27.823
1975-01-01,38.28,38.28,38.28,36.9,36.9,36.9,36.9,36.9,36.9,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,36.39,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,34.714,,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.425,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,29.862,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367,28.367
1975-04-01,38.888,38.888,38.888,37.46,37.46,37.46,37.46,37.46,37.46,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,36.93,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,35.268,,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.907,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,31.922,30.318,30.318,30.318,30.318,30.318,30.318,30.318,30.318,30.318,30.318,30.318,30.318,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,30.319,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799,28.799
1975-07-01,39.51,39.51,39.51,38.03,38.03,38.03,38.03,38.03,38.03,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,37.47,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,35.805,,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.388,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,32.403,30.774,30.774,30.774,30.774,30.774,30.774,30.774,30.774,30.774,30.774,30.774,30.774,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,30.775,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232,29.232
1975-10-01,40.163,40.163,40.163,38.66,38.66,38.66,38.66,38.66,38.66,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,36.386,,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.915,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,32.931,31.275,31.275,31.275,31.275,31.275,31.275,31.275,31.275,31.275,31.275,31.275,31.275,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,31.276,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708,29.708
1976-01-01,40.782,40.782,40.782,39.3,39.3,39.3,39.3,39.3,39.3,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,36.939,,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.415,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,33.431,31.751,31.751,31.751,31.751,31.751,31.751,31.751,31.751,31.751,31.751,31.751,31.751,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,31.752,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159,30.159
1976-04-01,41.31,41.31,41.31,39.84,39.84,39.84,39.84,39.84,39.84,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,39.06,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,37.382,,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.815,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,33.831,32.131,32.131,32.131,32.131,32.131,32.131,32.131,32.131,32.131,32.131,32.131,32.131,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,32.132,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521,30.521
1976-07-01,42.009,42.009,42.009,40.54,40.54,40.54,40.54,40.54,40.54,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,37.97,,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.344,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,32.633,32.633,32.633,32.633,32.633,32.633,32.633,32.633,32.633,32.633,32.633,32.633,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,32.634,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999
1976-10-01,42.743,42.743,42.743,41.26,41.26,41.26,41.26,41.26,41.26,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,38.57,,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.88,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,34.897,33.142,33.142,33.142,33.142,33.142,33.142,33.142,33.142,33.142,33.142,33.142,33.142,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,33.143,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484
